-9.594424366950988770e-01,-2.208370685577392578e+00
1.324390602111816406e+01,4.467601776123046875e+00
-1.234804153442382812e+00,-5.083678364753723145e-01
1.389704036712646484e+01,-1.467371702194213867e+00
-3.007519483566284180e+00,6.006584644317626953e+00
-1.440389007329940796e-01,-7.605751991271972656e+00
-2.974805355072021484e+00,1.059721851348876953e+01
-2.868460178375244141e+00,8.421966552734375000e+00
-3.189962148666381836e+00,3.570338487625122070e+00
-3.111493289470672607e-01,-3.968618869781494141e+00
-1.715397238731384277e+00,-1.807172060012817383e+00
1.308993053436279297e+01,4.923073768615722656e+00
-3.161590337753295898e+00,4.171663761138916016e+00
-2.981427192687988281e+00,7.785475254058837891e+00
1.169370651245117188e+01,9.170017242431640625e+00
-8.174666166305541992e-01,-5.153481006622314453e+00
1.370717716217041016e+01,-2.829974889755249023e+00
1.186415386199951172e+01,8.100337982177734375e+00
-2.318280220031738281e+00,6.055230498313903809e-01
-5.895027518272399902e-01,1.390782260894775391e+01
-3.157264709472656250e+00,6.703644752502441406e+00
-2.673111915588378906e+00,5.143301963806152344e+00
1.252267456054687500e+01,7.061659336090087891e+00
1.135145568847656250e+01,9.838202476501464844e+00
-3.703799247741699219e+00,1.029872131347656250e+01
1.346352386474609375e+01,4.820456504821777344e-01
1.383170795440673828e+01,7.918995618820190430e-01
1.120837402343750000e+01,9.662136077880859375e+00
-2.695838451385498047e+00,1.923838019371032715e+00
-3.448873162269592285e-01,-5.314258098602294922e+00
-8.746708631515502930e-01,-4.045542240142822266e+00
-2.400060415267944336e+00,6.988488674163818359e+00
-2.796142816543579102e+00,6.988940715789794922e+00
-1.322022914886474609e+00,1.580258607864379883e+00
-3.183571815490722656e+00,8.886306762695312500e+00
9.970623970031738281e+00,1.260172557830810547e+01
1.383461189270019531e+01,9.043790102005004883e-01
-1.095302820205688477e+00,-2.330816745758056641e+00
1.004897689819335938e+01,1.156183815002441406e+01
1.336999320983886719e+01,3.307487249374389648e+00
