-1.303120493888854980e+00,1.018766689300537109e+01
1.378425788879394531e+01,9.658029556274414062e+00
-1.178956508636474609e+00,8.287815451622009277e-01
1.371275997161865234e+01,7.124184131622314453e+00
-1.281509995460510254e-01,-2.755746126174926758e+00
-9.968376755714416504e-01,1.688644218444824219e+01
6.019544601440429688e+00,-6.077267169952392578e+00
-2.131702184677124023e+00,4.844902515411376953e+00
-1.224869966506958008e+00,9.864366531372070312e+00
-8.517487645149230957e-01,1.407628631591796875e+01
-1.826881408691406250e+00,9.551677703857421875e+00
1.110819721221923828e+01,-2.742003798484802246e-01
-2.879255115985870361e-01,-3.807127475738525391e+00
-1.466408967971801758e-01,-4.156600952148437500e+00
1.142415618896484375e+01,1.731516718864440918e+00
-1.086767077445983887e+00,1.441860294342041016e+01
1.325405120849609375e+01,6.934670925140380859e+00
1.361014366149902344e+01,7.378241539001464844e+00
-1.594898581504821777e+00,1.364820289611816406e+01
2.214549064636230469e+00,-4.533909797668457031e+00
4.241250038146972656e+00,-5.885352611541748047e+00
-1.612507104873657227e+00,3.363118171691894531e+00
1.351606845855712891e+01,5.891881465911865234e+00
1.130828285217285156e+01,1.241008162498474121e+00
-9.105529189109802246e-01,-1.493018984794616699e+00
1.270094394683837891e+01,3.872043609619140625e+00
1.049544429779052734e+01,-1.486379057168960571e-01
1.375971984863281250e+01,9.635895729064941406e+00
9.272109985351562500e+00,-2.265762329101562500e+00
-1.372357845306396484e+00,1.215126705169677734e+01
-9.475901126861572266e-01,1.400309848785400391e+01
-1.765747666358947754e+00,2.937178611755371094e+00
-1.388821721076965332e+00,1.146836853027343750e+01
4.137763977050781250e+00,-6.685310840606689453e+00
-1.231481790542602539e+00,-2.163815736770629883e+00
7.649909973144531250e+00,-4.686040878295898438e+00
1.151539325714111328e+01,1.469110727310180664e+00
-1.439591646194458008e+00,1.187932968139648438e+01
4.790548324584960938e+00,-5.883970737457275391e+00
9.561536788940429688e+00,-1.979016780853271484e+00
9.354868888854980469e+00,-2.918134212493896484e+00
-2.399187088012695312e+00,1.139682292938232422e+00
-9.519978165626525879e-01,1.299023056030273438e+01
-5.982050299644470215e-02,-2.337008714675903320e+00
-1.008622646331787109e+00,1.578786277770996094e+01
-1.189672470092773438e+00,1.241248130798339844e+01
-1.159759998321533203e+00,1.470099735260009766e+01
-2.206719815731048584e-01,-3.560094833374023438e+00
-1.425247073173522949e+00,9.549103736877441406e+00
-1.058266282081604004e+00,4.969172477722167969e+00
-1.643046021461486816e+00,3.582484960556030273e+00
6.311508417129516602e-01,-4.747229576110839844e+00
-2.031584978103637695e+00,9.221530914306640625e+00
-9.180338382720947266e-01,1.347922563552856445e+00
-1.112994551658630371e+00,1.102336215972900391e+01
7.088191032409667969e+00,-5.464921951293945312e+00
1.000291061401367188e+01,-1.777202486991882324e+00
